Record Id,Category,Sub Category,Skill,isRequired
0B740C4E,lq4mtIrq,zZPZD2B1,Can explain fastener schedule. Demonstrates proper nail spacing and starting/stopping zones,TRUE
A6D373DF,lq4mtIrq,Z2PjMsAC,Demonstrates using a chisel or flathead screw driver to tighten rows,TRUE
C3A94202,lq4mtIrq,Z2PjMsAC,Demonstrates using a mallet to hit top of flooring to get row tight,TRUE
265DA95F,lq4mtIrq,Z2PjMsAC,"Demonstrates how to use a wall jack without damaging the wall ""use blocks""",TRUE
8134AE99,lq4mtIrq,Z2PjMsAC,Demonstrates how tou use top nails and glue for final rows,TRUE
EAC5A01D,lq4mtIrq,Z2PjMsAC,Demonstrates how to scribe a wall using flooring and leaving proper spacing from the wall,TRUE
1AFFBF42,8JYsNyZX,wuKpcL6E,Demonstrates how to cut a carpet pad and how to attach it to buffer propely,TRUE
0435A410,mnH38tQ0,60c96f41,Demonstrates how to sand a standard tread,TRUE
9C41AB6A,8JYsNyZX,IVNvFqkz,Can identify the different types of roller covers,TRUE
DA377DB1,8JYsNyZX,paZTuwn4,Can give 3 examples of surfaces that need to be protected and how to protect them,TRUE
9554A4D0,y6ZXyYam,mvaMS4IU,Demonstrates how to adjust the sandpaper tracking,TRUE
0E6A4BC0,8JYsNyZX,aUcOjURA,"Can explain the differences of staining maple, and pine",TRUE
8DB2C8CE,8JYsNyZX,5egAWOly,Can explain when and why to change your sandpaper,TRUE
5D6C20D7,8JYsNyZX,5egAWOly,Can Identify chatter and can explain how to remove it,TRUE
4673BEAE,y6ZXyYam,5hcRbvnh,Can explain where dust removed from the machine should be kept,TRUE
F1B6E0A6,8JYsNyZX,u8Gm578Y,Can explain when a floor should be spot filled and what can be filled,TRUE
A35F0CB0,8JYsNyZX,u8Gm578Y,Can explain when a floor should be full trowel filled,TRUE
6AD47741,mnH38tQ0,60c96f41,Can explain the entire process to prepare a tread to be stained and finished,TRUE
892AF772,8JYsNyZX,5egAWOly,Can explain the sanding sequence using the belt sander,TRUE
7F28FF08,8JYsNyZX,w0rAZkVr,Can explain the sanding sequence of the planetary sander,TRUE
4B7A7E16,8JYsNyZX,w0rAZkVr,can explain & demonstrates how to clean and transport sander,TRUE
A1DF7AB8,8JYsNyZX,OrFf5BQ7,Demonstrates hooking up power 5 times,TRUE
7FEE22D6,y6ZXyYam,PNsHlFI3,can give examples of what materials this nailer should be used on and can explain the limitations in holding strength and when micro pins are not appropriate,TRUE
BA488612,y6ZXyYam,PNsHlFI3,Demonstrates how to adjust depth dial,TRUE
FF296F69,y6ZXyYam,m5QjJdsc,Can explain what flooring type this should be used on and why,TRUE
ABD4E573,y6ZXyYam,dwLOfAHh,Demonstrates how to position nailer accurately on the tongue,TRUE
3F0FC8D1,lq4mtIrq,zZPZD2B1,"Demonstrates precise control for clean, slightly sunk fastener placement",TRUE
09D3BD2D,y6ZXyYam,218pXetn,Demonstrates how to change the felt head on wand,TRUE
D4DB45B1,y6ZXyYam,p1tfKPMt,Can explain proper table saw care and maintenance,TRUE
8F1901CF,y6ZXyYam,8RQWGvmI,Can explain what to do if sounds like the compressor is starting rough and what to check,TRUE
CB6F406E,y6ZXyYam,8RQWGvmI,Demonstrates how to inspect for damage or air leaks before use,TRUE
8CBF0F8F,y6ZXyYam,ITy6b1Yo,Demonstrates how to clear misfires and perform basic maintenance,TRUE
6FD41AB8,y6ZXyYam,m5QjJdsc,Demonstrates how to adjust base plate shoe for board thickness (if adjustable),TRUE
2EE921A9,y6ZXyYam,dwLOfAHh,Can explain what flooring type this should be used on and why,TRUE
446DF9E7,y6ZXyYam,kOCN2ZqG,"Demonstrates properly setting up the saw for use, setting depth, power, dust collection",TRUE
791702A4,y6ZXyYam,SRdgJTrq,Demonstrates how to change the saw blade,TRUE
A090ADA3,y6ZXyYam,SRdgJTrq,Demonstrates how to adjust the bevel of the saw,TRUE
643002AD,y6ZXyYam,AuenW7Lv,Can list 3 appropriate applications for this saw,TRUE
55E211A8,y6ZXyYam,p1tfKPMt,can list 2 appropriate applications for this saw,TRUE
453CDDEC,y6ZXyYam,7w84wGK9,Can list 3 appropriate applications for this saw,TRUE
D5B0D742,lq4mtIrq,OuwjWnon,"Can list 3 different types of substrates, and give an example of a subfloor hardwood can not be laid over",TRUE
3438EE2E,lq4mtIrq,Jc2ZE54P,Can explain how to how to properly rack out a floor,TRUE
0212711D,lq4mtIrq,d0e51935,Can explain why sharp saw blades are important and can explain signs of a dull blade,TRUE
141BCECD,lq4mtIrq,zZPZD2B1,Can list all nailers and what materials they should be used on,TRUE
53AE7A10,y6ZXyYam,JwKpj746,can explain why it needs to be transported standing up right,TRUE
E08C89FC,y6ZXyYam,JwKpj746,can explain where the dial needs to be set for proper use,TRUE
BF45C2F9,lq4mtIrq,eslQG0vy,Can explain how many MC readings should be taken on the subfloor and the flooring depending on Sq. ft.,TRUE
119E792C,lq4mtIrq,ZRM4lJaP,Can explain what surfaces need to be protected before work starts,TRUE
A0B8865A,lq4mtIrq,ZRM4lJaP,Demonstrates how to protect carpet,TRUE
298D0D3B,lq4mtIrq,ZRM4lJaP,Demonstrates how to protect other solid surface flooring,TRUE
044F68BF,lq4mtIrq,ZRM4lJaP,Can list the different materials we use to protect clients homes,TRUE
0A26DEE0,lq4mtIrq,Jc2ZE54P,Has written a numbered procedure of the installation process for unfinished strip flooring with 90%,TRUE
DE9AF07B,lq4mtIrq,Jc2ZE54P,Can list all tools needed for installing a new hardwood floor,TRUE
C1541C55,lq4mtIrq,ZRM4lJaP,Can explain what tapes can be safely used on what surfaces,TRUE
1B5CA77F,lq4mtIrq,A2hFlbMU,Can explain best points of reference to establish a starter row,TRUE
F05DD512,da36834f,1b33a884,Can explain where to find what work is being preformed at a project,TRUE
E9C81311,da36834f,1b33a884,Demonstrates listing all trim and flooring work to be completed on a project by looking at the invoice to supervisor,TRUE
AD381BAE,lq4mtIrq,RoVTI7IZ,"Can explain what Prep should be done for tile, hardwood, vinyl and carpet demo",TRUE
962C7D47,lq4mtIrq,zZPZD2B1,"Can explain when to use micro pins, brads, finish nails, cleats, staples, and screws.",TRUE
DCF08015,lq4mtIrq,F83DCVWf,Can explain what moisture barrier should be used over a unconditioned space,TRUE
D7ACB928,lq4mtIrq,F83DCVWf,Can explain what moisture barrier/ underlayment should be used based on installation method,TRUE
8D77ED63,lq4mtIrq,F83DCVWf,Can explain what moisture barrier should be used and how much for wood substrates over conditioned space,TRUE
2283CE59,P9555qGZ,p2jULjQk,Can give 3 examples of when a board should be replaced,TRUE
D3CCBF6F,P9555qGZ,p2jULjQk,Can explain the entire process of replacing a board in an existing floor,TRUE
076F442C,P9555qGZ,p2jULjQk,Can list the tools needed for a board replacement,TRUE
11C5DF74,P9555qGZ,p2jULjQk,Demonstrates prepping a board to install into a existing floor for a repair,TRUE
DD34953D,P9555qGZ,p2jULjQk,Demonstrates removing an existing board in a floor,TRUE
ED61916E,P9555qGZ,p2jULjQk,Demonstrates installing a new board into a existing floor,TRUE
A0F371D9,P9555qGZ,p2jULjQk,Can explain the difference between doing a prefinished and a site finished board replacement,TRUE
B53B00AF,P9555qGZ,vJKsuIYp,Can give 3 examples of when sanding or a top coat repair is needed,TRUE
8CFC6832,P9555qGZ,vJKsuIYp,Can explain the entire process of sanding and finishing an existing board in a floor,TRUE
AEE61790,P9555qGZ,vJKsuIYp,Can list the tools and materials needed to do a sand/ top coat repair,TRUE
F5055E26,P9555qGZ,vJKsuIYp,Demonstrates prepping an area for a sanding or top coat repair,TRUE
CA02C8F4,P9555qGZ,vJKsuIYp,"Demonstrates the sanding, scraping process for a single board repair",TRUE
2143D8D3,P9555qGZ,vJKsuIYp,"Demonstrates applying all top coats, including the expansion of the repair for  the final coat",TRUE
860038A5,P9555qGZ,vJKsuIYp,Can explain how a repair area should be laid out,TRUE
FB697556,P9555qGZ,019gGUrt,Can explain when wax or putty should be used,TRUE
DBC4FADF,P9555qGZ,019gGUrt,Can list the tools and materials needed to do way or putty repairs,TRUE
24A78EDD,P9555qGZ,019gGUrt,Can explain the entire process of doing a wax repair,TRUE
C28BB219,P9555qGZ,019gGUrt,Demonstrates prepping an area for a wax repair,TRUE
73C24CB8,P9555qGZ,019gGUrt,Demonstrates color matching wax,TRUE
3A6FE8CF,P9555qGZ,019gGUrt,Demonstrates creating color variations into the wax,TRUE
7E5C6270,P9555qGZ,019gGUrt,Demonstrates removing excess wax so repair is flat,TRUE
60BBDE92,P9555qGZ,019gGUrt,Demonstrates blending sheen to match rest of floor,TRUE
BF968297,P9555qGZ,019gGUrt,Demonstrates color matching putty,TRUE
67D531A5,P9555qGZ,019gGUrt,Demonstrates applying putty and properly cleaning area that was puttied,TRUE
7982C9E7,P9555qGZ,oHXXraXf,Can explain when hotmelt filler should be used,TRUE
F763F005,P9555qGZ,oHXXraXf,Can list the materials and equipment needed for hotmelt filler,TRUE
58153A9A,P9555qGZ,oHXXraXf,Can explain the entire process of using hotmelt filler,TRUE
6E1E099E,P9555qGZ,oHXXraXf,Demonstrates doing a hotmelt fill and making it flat,TRUE
70521BC4,lq4mtIrq,OuwjWnon,Demonstrates hitting a joist and missing a joist with the quick drive,TRUE
D7894DF0,lq4mtIrq,OuwjWnon,Can explain the distance quick drive screws should be apart,TRUE
6FBCA1FC,lq4mtIrq,OuwjWnon,Can list the entire process of prepping a wood subfloor for installation,TRUE
235200C3,lq4mtIrq,227dd553,Can give 2 examples of when to use turn boards and picture frames,TRUE
536B97B6,lq4mtIrq,d744f473,"Can explain when a glue assist, vs full glue down is required",TRUE
CC34784A,lq4mtIrq,A2hFlbMU,Can explain why we use blocks on a starter row,TRUE
0083AD41,lq4mtIrq,A2hFlbMU,Can explain the entire process of stetting up a starter row,TRUE
EEDEECCF,lq4mtIrq,A2hFlbMU,Can list the equipment and materials needed to install a starter row,TRUE
26AFAAD5,lq4mtIrq,LjRTUptc,Demonstrates  undercutting door a door jamb and casing to the proper height,TRUE
EFD29835,lq4mtIrq,Z2PjMsAC,Can explain the proper distance of an expansion joint and why it is needed,TRUE
4ED2ABED,lq4mtIrq,Z2PjMsAC,Can explain the entire close out process,TRUE
EFA43B78,lq4mtIrq,Z2PjMsAC,Can list the materials and equipment need to do a close out,TRUE
D5E37579,lq4mtIrq,227dd553,Demonstrates installing a turn board with no gaps,TRUE
3EBFE808,lq4mtIrq,227dd553,Demonstrates installing a picture frame around a hearth,TRUE
3C20F670,lq4mtIrq,1DmB6lgI,Can explain the entire process of installing a wood flush mount vent,TRUE
8088F3F8,lq4mtIrq,1DmB6lgI,Can explain the entire process of installing a metal flush mount vent,TRUE
399CB2F3,lq4mtIrq,1DmB6lgI,Can list all equipment and materials to install a wood flush mount vent,TRUE
337874DF,lq4mtIrq,1DmB6lgI,Can list all equipment and materials to install a metal flush mount vent,TRUE
358F80CC,lq4mtIrq,1DmB6lgI,Demonstrates installing a metal flush mount vent,TRUE
B5FBD755,lq4mtIrq,OuwjWnon,Can list the equipment and materials needed to prep a sub floor for installation,TRUE
39F3CAAF,mnH38tQ0,8e1648f9,"Can explain what the maximum riser height difference can be, and what is the maximum riser height",TRUE
F331C4FB,mnH38tQ0,8e1648f9,Can explain the entire process to install a new standard tread,TRUE
450A8ABD,mnH38tQ0,8e1648f9,Can list all equipment and materials for installing new treads,TRUE
2F8CD293,mnH38tQ0,b47eb96a,Demonstrates how to remove old carpet and staples,TRUE
7F0AE27E,mnH38tQ0,b47eb96a,Demonstrates cutting back existing treads flush with riser,TRUE
AD02D84A,mnH38tQ0,8e1648f9,"Demonstrates finding the ""high spot"" on tread base",TRUE
0E3D4EBD,mnH38tQ0,8e1648f9,Demonstrates using the stair wizard to lay out cuts,TRUE
78794880,mnH38tQ0,8e1648f9,Demonstrates leveling a tread front to back and side to side,TRUE
00476DC9,mnH38tQ0,8e1648f9,Can explain when a tread needs a return and Demonstrates cutting and installing one,TRUE
F8EACDA2,mnH38tQ0,8e1648f9,Demonstrates using a bevel square to lay out cuts,TRUE
FA4FFFF8,mnH38tQ0,8e1648f9,Demonstrates Installing a standard riser,TRUE
03EDF0C1,mnH38tQ0,8e1648f9,Demonstrates installing cove molding,TRUE
101D6862,lq4mtIrq,A2hFlbMU,Can explain how the starter row direction and placement should be determined,TRUE
1FEDCB9B,lq4mtIrq,A2hFlbMU,Demonstrates using working lines on a herring bone to keep the installation straight,TRUE
FB6655C1,y6ZXyYam,wuKpcL6E,demonstrates changing the heads on a Diamabrush,TRUE
453D1042,8JYsNyZX,pqGF3XS4,Can list the 4 different cleaners A2HW uses and how to use them,TRUE
8F6C2D52,8JYsNyZX,o4Iw2Zba,Can identify humps and dips from the edger,TRUE
EFC22E11,mnH38tQ0,08b34561,Demonstrates staining a set of treads without getting stain on other adjoining surfaces,TRUE
CE780CE0,8JYsNyZX,Ixl0CN1T,Can give 2 examples of where a cabinet scraper should be used,TRUE
7D9223EC,y6ZXyYam,7a8214e2,Demonstrates changing from Rotex mode to orbital,TRUE
52AA56D5,y6ZXyYam,7a8214e2,Demonstrates changing the speed and can give an example of why you would change the speed,TRUE
7AA701FB,8JYsNyZX,w0rAZkVr,Demonstrates going through entire sanding sequence on a project,TRUE
4A7D6A43,8JYsNyZX,paZTuwn4,"Has documented with company cam 3 existing damaged walls, or trim",TRUE
BF233AA5,8JYsNyZX,paZTuwn4,"Demonstrates sealing cabinets, or an area with plastic",TRUE
5211CC48,mnH38tQ0,08b34561,Can explain the finishing sequence and what materials are used on a stained tread,TRUE
DE0C3666,8JYsNyZX,HiwY3UPz,Can explain the importance of tacking and how to do it,TRUE
55D2CFBD,8JYsNyZX,LKh05ag6,Demonstrates sanding a toe kick leaving a flat surface,TRUE
84EFC7E1,da36834f,0c8a97a4,Has clocked in and out  using ADP app for a week into the correct project,TRUE
1CFF90C5,da36834f,3eeb1815,Has used company cam to photograph existing damage,TRUE
5E318F08,da36834f,3eeb1815,Has completed 3 tasks in Company Cam,TRUE
CB51C9BB,da36834f,52c2ffd8,Has used Bolo forms to have a client do a stain sign off,TRUE
B76EB98B,lq4mtIrq,d744f473,"Demonstrates using standup trowel with precision, leaving the proper amount of adhesive while no excess adhesive on other adjoining surfaces",TRUE
68D0283C,lq4mtIrq,d744f473,"Demonstrates applying adhesive on subfloor with a sausage gun out getting  it on the surface of the flooring, or other surrounding surfaces",TRUE
7A81460C,lq4mtIrq,d744f473,"Demonstrates using a standard trowel with precision, leaving the proper amount of adhesive while no excess adhesive on other adjoining surfaces",TRUE
03C0163E,lq4mtIrq,d744f473,Can list 3 different Bona trowel types and their uses,TRUE
988DCAF7,y6ZXyYam,JwKpj746,Can explain where to put clear tube,TRUE
5DB02A78,y6ZXyYam,d0e51935,Can list the proper PPE when using pneumatic equipment,TRUE
C235653B,y6ZXyYam,d0e51935,Can the first step to clear a jamb or do any work to a Pneumatic tool,TRUE
342521AC,y6ZXyYam,d0e51935,Can list the proper PPE when using sanding or grinding equipment,TRUE
3B63586C,y6ZXyYam,d0e51935,Can list the proper PPE when using saws,TRUE
1334DD2D,y6ZXyYam,d0e51935,Can explain the first step to change a blade or do any work to a power tool,TRUE
617BE82C,y6ZXyYam,d0e51935,Can explain minimum board length to cut on a miter saw,TRUE
B8591B06,y6ZXyYam,AuenW7Lv,Demonstrates changing the blade,TRUE
BE1ED935,y6ZXyYam,p1tfKPMt,Can list the parts to check on the saw before use to insure the saw is in good working order,TRUE
D7E667EB,y6ZXyYam,hKsfkYwk,Can explain when to change the rubber pad,TRUE
1DB3E212,lq4mtIrq,227dd553,Demonstrates making a custom reducer,TRUE
AAEA2BA9,lq4mtIrq,227dd553,Demonstrates caulking and filling  shoe or base leaving a clean joint and smooth surface,TRUE
04422F6B,lq4mtIrq,227dd553,Can explain and demonstrates how to find studs to nail base to,TRUE
E90C7180,lq4mtIrq,227dd553,Demonstrates measuring a room for base or shoe with little to no short measurements,TRUE
9C98E697,lq4mtIrq,227dd553,Demonstrates making returns on shoe for an entire project,TRUE
96244C02,lq4mtIrq,227dd553,Demonstrates cutting shoe for an entire project,TRUE
A0312250,lq4mtIrq,227dd553,Demonstrates installing shoe with no gaps to the subfloor using the proper fasting schedule for an entire project,TRUE
F4848974,lq4mtIrq,A2hFlbMU,Demonstrates using a trammel To create working lines,TRUE
A4306F33,lq4mtIrq,Jc2ZE54P,Demonstrates continuing an installation around a wall in a closet or bedroom,TRUE
21F4244F,lq4mtIrq,Jc2ZE54P,Can List three differences between installing an unfinished floor and a prefinished floor?,TRUE
F669D986,da36834f,3eeb1815,Can  navigate to the final quality control and project communication checklists,TRUE
7928A94A,da36834f,3eeb1815,"Has taken all after photos for a project using the before, and after template",TRUE
D24DDBAF,da36834f,6c46d76e,Has logged in to Google Calendar and can see projects and can  see attaced invoices,TRUE
D63E181C,lq4mtIrq,eslQG0vy,Has physically installed a FID box,TRUE
1BAB045E,y6ZXyYam,d0e51935,Can explain proper hand placement when using a pneumatic nailer,TRUE
3A508050,da36834f,0c8a97a4,"Has signed up for ADP run using personal email not work email, and logged in.",TRUE
B0DA9CC2,lq4mtIrq,Z2PjMsAC,Demonstrates using wedges or wedge blocks to keep last piece tight,TRUE
6A534D8F,lq4mtIrq,Jc2ZE54P,Demonstrates adding a bevel to a board that had been cut on a prefinished floor,TRUE
C3FE6829,lq4mtIrq,Jc2ZE54P,Demonstrates using a sander On a slight angle to make a precise fitment of a cut that was slightly off,TRUE
